"Name","Address","Description","Longitude","Latitude","TimeStamp","TimeSpan:begin","TimeSpan:end","GettyID",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1692","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1692","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1692","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1692","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1692","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1693","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1693","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1693","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1693","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1693","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1693","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1694","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1695","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1695","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1695","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1695","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1695","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1695","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1696","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1696","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1696","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1697","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1697","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1698","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1698","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1698","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1698","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1699","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1699","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1699","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1699","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1700","","",""
"Wien","Wien","Wien","16.37208","48.20849","1672","","",""
"Wien","Wien","Wien","16.37208","48.20849","1672","","",""
"Wien","Wien","Wien","16.37208","48.20849","1672","","",""
