sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
liddel189,,,,0,,"Pauli Iovii ... historiarum sui temporis",,"Giovio, Paolo#118958682",,,,,,,,Straßburg,,Frisius,1555-1556,,,Geschichte,,Book,lat,VD16,2070,"Aberdeen, Sir Duncan Rice Library","pi 9(4)6 Gio h 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859266,,,,1,,,
liddel190,,,,0,,"Isagoge optica : Cum disceptatione geometrica de vniuerso geometriae magisterio, hoc est, geodaesia rectarum per radium, & aliis quaestionibus philosophicis, iuxta auream P. Rami methodum concinnata, et in inclyta Marpurgensi Academia pro insignibus magisterii philosophici consequendis publice ad disputandum proposita sub praesidio philosophi acutissimi",,"Goclenius, Rudolph#119396181",,,,,,,,"Frankfurt am Main",,Wechel,1593,,,Physik,,Book,lat,VD16,"G 2346","Aberdeen, Sir Duncan Rice Library","pi 52089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1196628,,,,1,,,
liddel191,,,,0,,"Secreta medicinae Guilelmi Varignanae medici consumatissimi ad varios curandos morbos veriss. auctoritatibus illustrata",,"Guilelmus Varignana#100944639",,,,,,,,Basel,,Henricpetri,1597,,,Therapeutik,,Book,lat,VD16,"G 4090","Aberdeen, Sir Duncan Rice Library","pi 61089 l",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397951,,,,1,,,
liddel192,,,,0,,"Thaddaei Hagecii ab Hayck epistola ad Martinum Mulium",,"Hájek z Hájku, Tadeá#123435919",,,,,,,,Görlitz,,Fritsch,1580,,,Physik,,Book,lat,VD16,"H 240","Aberdeen, Sir Duncan Rice Library","pi 5089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401023,,,,1,,,
liddel193,,,,0,,"Apodixis physica et mathematica de cometis tum in genere",,"Hájek z Hájku, Tadeá#123435919",,,,,,,,Görlitz,,Fritsch,1591,,,Physik,,Book,lat,VD16,"H 236","Aberdeen, Sir Duncan Rice Library","pi 52089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1196646,,,,1,,,
liddel194,,,,0,,"Opticae thesaurus",,"Ibn-al-Haitam, al-Ḥasan Ibn-al-Ḥasan#118648160",,,,,,,,Basel,,Episciopus,1572,,,Physik,,Book,lat,VD16,"H 693","Aberdeen, Sir Duncan Rice Library","pi f535 Has",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},44845,,,,1,,,
liddel195,,,,0,,"De elementis, horum mixtione, mixtorumq[ue] ratione seu temperamento",,"Havenreuter, Johann Ludwig#116550473",,,,,,,,Straßburg,,Bertram,1590,,,Physik,,Book,lat,GBV,382850181,"Aberdeen, Sir Duncan Rice Library","pi 61089 t",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1200182,,,,1,,,
liddel196,,,,0,,"Kurtze und Notwendige Ordnung: Wie man sich in jetzt grassierender geschwinden Pestilentz mit Gottlicher hulff praeseruieren, oder vor dem Gifft verwaren muge",,"Universität Helmstedt / Medizinische Fakultät#6016963-1",,,,,,,,Helmstedt,,Lucius,1597,,,Epidemiologie,,Book,ger,VD16,"K 2685","Aberdeen, Sir Duncan Rice Library","pi 614089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398066,,,,1,,,
liddel197,,,,0,,"De partis affectae dignotione, theses: qvas, praeside diuina triade, ex decreto iussuq[ue] ampliss. et claris. Collegij Asclepiadei in florentiss. ac celeberr. Basiliensium Academia, pro felici Laureae Apollineae Doctoralis impetratione, publicè defendas suscipiet Andreas Helvvigius Anclamensium Pom. Med. ord. Ad 20. Iunij, hora locoq[ue] consuetis",,"Helwig, Andreas#12481476X",,,,,,,,Basel,,Ostein,1587,,,Diagnostik,,Book,lat,VD16,"ZV 19668","Aberdeen, Sir Duncan Rice Library","pi 61089 t",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397988,,,,1,,,
liddel198,,,,1,,"Ioannis Heurnii de febribus liber",,"Heurne, Johan van#119011832",,,,,,,,Leiden,,Plantin,1598,,,Pathologie,,Book,lat,GBV,143216627,"Aberdeen, Sir Duncan Rice Library","pi 61089 n",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397959,,,,1,,,
liddel199,,,,2,,"Ioannis Heurnii de peste liber",,"Heurne, Johan van#119011832",,,,,,,,Leiden,,Plantin,1600,,,Pathologie,,Book,lat,GBV,143262599,"Aberdeen, Sir Duncan Rice Library","pi 61089 n",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397958,,,,1,,,
liddel200,,,,3,,"De morbis pectoris liber",,"Heurne, Johan van#119011832",,,,,,,,Leiden,,Plantin,1602,,,Pathologie,,Book,lat,GBV,143262572,"Aberdeen, Sir Duncan Rice Library","pi 61089 n",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397956,,,,1,,,
liddel201,,,,4,,"De morbis oculorum, aurium, nasi, dentium et oris, liber",,"Heurne, Johan van#119011832",,,,,,,,Leiden,,Plantin,1602,,,Pathologie,,Book,lat,GBV,143262556,"Aberdeen, Sir Duncan Rice Library","pi 61089 n",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397957,,,,1,,,
liddel202,,,,0,,"Praxis medicinae nova ratio, qua, libris tribus methodi ad praxin medicam, aditus focillimus aperitur ad omnes morbos curandos",,"Heurne, Johan van#119011832",,,,,,,,Leiden,,Plantin,1590,,,Therapeutik,,Book,lat,GBV,632269693,"Aberdeen, Sir Duncan Rice Library","pi 616 Heu",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401389,,,,1,,,
liddel203,,,,0,,"I. Heurnii de morbis qui in singulis partibus humani capitis insidere consueverunt",,"Heurne, Johan van#119011832",,,,,,,,Leiden,,Plantin,1594,,,Pathologie,,Book,lat,GBV,220368708,"Aberdeen, Sir Duncan Rice Library","pi 61607 Heu",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398442,,,,1,,,
liddel204,,,,0,,"Iacobi Hollerii ... in Aphorismos Hippocratis commentarii septem, illustrati scholiis ... per Ioan. Liebautium",,"Houllier, Jacques#100975429",,,,,,,,Leipzig,,Osthaus,1597,,,"Antike Medizin",,Book,grc;lat,VD16,"ZV 20958","Aberdeen, Sir Duncan Rice Library","pi 8889:61 Hip a Ho",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},861287,,,,1,,,
liddel205,,,,0,,"Hippocratis Aphorismi Graece et Latine ... cum brevi expositione ex Galeni commentariis desumpta. Eiusd. Hippocr. Praenotionum libri tres, cum explicatione eodem ex fonte hausta. Per Ioannem Butinum. Insigniores aliquot sententiae selectae ex libris Aurelii Cornelii Celsi",,Hippocrates#11855140X,,,,,,,,Lyon,,Tornaesius,1580,,,"Antike Medizin",,Book,grc;lat,GBV,151679401,"Aberdeen, Sir Duncan Rice Library","pi 8889:61 Hip Bu 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},861343,,,,1,,,
liddel206,,,,0,,"Liber prognosticorum Hippocratis Coi ... nuper e graeco in latinum sermonem translatus : additis annotationibus in Galeni commentarios ... autore Christophoro de Vega",,Hippocrates#11855140X,,,,,,,,Lyon,,Beringos,1551,,,"Antike Medizin",,Book,lat,GBV,374019444,"Aberdeen, Sir Duncan Rice Library","pi 8889:61 Hip p Ve",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},861339,,,,1,,,
liddel207,,,,0,,"Hippolyti episcopi Canon Paschalis : cvm Iosephi Scaligeri commentario. Excerpta ex Computo Graeco Isacii Argyri de correctione Paschatis. Ioseph Scligeri Elenchus & castigatio anni Gregoriani",,"Hippolytus Romanus#118551418",,,,,,,,Leiden,,Plantin,1595,,,Mathematik,,Book,lat,GBV,150077165,"Aberdeen, Sir Duncan Rice Library","pi 52089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401124,,,,1,,,
liddel208,,,,0,,"Opera mineralia, siue de Lapide Philosophico",,"Hollandus, Johan Isaac#129564311",,,,,,,,Middelburg,,Schilders,1600,,,Alchemie,,Book,lat,GBV,334845238,"Aberdeen, Sir Duncan Rice Library","pi 5401 Joan",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398338,,,,1,,,
liddel209,,,,0,,"Archimedis opinio de arenae numero explicata et geometricè examinata",,"Hunnich, Christoph#104375299",,,,,,,,Leipzig,,Lamberg,1593,,,Mathematik,,Book,lat,VD16,"ZV 8385","Aberdeen, Sir Duncan Rice Library","pi 52089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1196660,,,,1,,,
liddel210,,,,0,,"De mysteriis Aegyptiorvm, Chaldaeorum, Assyriorum. Procluvs in Platonicum alcibiadem de anima, atque daemone. Item de sacrificio & magia. Poryhyrivs de diuinu atq[ue] daemonib[us]. Psellvs de daemonibus. Mercvrii trismegisti Pimander. Eiusdem Asclepius",,"Iamblichus Chalcidensis#118555154",,,,,,,,Lyon,,Tournes,1577,,,Philosophie,,Book,lat,GBV,22535196X,"Aberdeen, Sir Duncan Rice Library","pi 1864 Iam m 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851626,,,,1,,,
liddel211,,,,0,,"Chiromantia: 1. Physiognomia, ex aspectu membrorum hominis. 2. Periaxiomata, de faciebus signorum. 3. Canones astrologici, de iudiciis aegitudinum. 4: Astrologia naturalis. 5: Complexionum noticia, iuxta dominium planetarum",,"Indagine, Johannes ab#100976093",,,,,,,,Straßburg,,Schultum,1534,,,Astronomie,,Book,lat,VD16,"R 3110","Aberdeen, Sir Duncan Rice Library","pi f5131 Euc 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401084,,,,1,,,
liddel212,,,,0,,"Gebri Arabis philosophi de alchemia",,"Ğābir Ibn-Ḥaiyān#11886Ğ4718",,,,,,,,Straßburg,,Zetzner,1599,,,Alchemie,,Book,lat,GBV,0,"Aberdeen, Sir Duncan Rice Library","pi 61692 Pla",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398489,,,,1,,,
liddel213,,,,0,,"Liber de consideratione quintae essentiae omnium rerum",,"Johannes de Rupescissa, OFM#118875256",,,,,,,,Basel,,Waldkirch,1597,,,Alchemie,,Book,lat,VD16,"ZV 8722","Aberdeen, Sir Duncan Rice Library","pi 61089 l",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858326,,,,1,,,
liddel214,,,,0,,"Actuarij Ioannis filij Zachariæ Opera: De actionibus et spiritus animalis affectib[us], eiu?sq[ue] nutritione lib. II. De vrinis lib. VII. Methodi medendi lib. VI. Rerum ac verboru[m] memorabilium index",,"Johannes Zacharias Actuarius#100948251",,,,,,,,Paris,,Turrisan,1556,,,Physik,,Book,lat,GBV,186714157,"Aberdeen, Sir Duncan Rice Library","pi 6102 Act",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398072,,,,1,,,
liddel215,,,,1,,"Ioannis Chrysostomi Orationes duae : altera de humilitate; altera de seraphim",,"Johannes Chrysostomus#118557831",,,,,,,,Helmstedt,,Lucius,1600,,,Theologie,,Book,lat,VD16,"J 492","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688345,,,,1,,,
liddel216,,,,2,,"In natalem Jesu Christi",,"Johannes Chrysostomus#118557831",,,,,,,,Helmstedt,,Lucius,1601,,,Theologie,,Book,grc;lat,VD17,23:234637U,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688346,,,,1,,,
liddel217,,,,0,,"Ioannis Anglici praxis medica, Rosa Anglica dicta, quatuor libris distincta",,"Johannes de Gadesden#100949584",,,,,,,,Augsburg,,Manger,1593,,,Medizin,,Book,lat,GBV,0,"Aberdeen, Sir Duncan Rice Library","pi 615 Gad 1²",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401219,,,,1,,,
liddel218,,,,0,,"Thomae Jordani luis novae in Moravia exortae descriptio",,"Jordán, Tamás#124891004",,,,,,,,"Frankfurt am Main",,Wechel,1580,,,Epidemiologie,,Book,lat,VD16,"J 928","Aberdeen, Sir Duncan Rice Library","pi 61089 j",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397944,,,,1,,,
liddel219,,,,0,,"Icones stirpium, seu plantarum tam exoticarum quam indigenarum",,"L&apos;Obel, Matthias de#124418392",,,,,,,,Antwerpen,,Plantin,1591,,,Physik,,Book,lat;fre;ger;dut;ita;spa;eng,GBV,151118345,"Aberdeen, Sir Duncan Rice Library","pi 58 Ico",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398380,,,,1,,,
liddel220,,,,0,,"Joann. Langii Lembergii epistolarum medicinalium volumen tripartitum",,"Lange, Johann#104270314",,,,,,,,"Frankfurt am Main",,Wechel,1589,,,Consilia,,Book,lat,VD16,"L 331","Aberdeen, Sir Duncan Rice Library","pi 6104 Lan",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398178,,,,1,,,
liddel221,,,,0,,"Triangulorum geometriae",,"Lansbergen, Philips van#116730803",,,,,,,,Leiden,,Plantin,1591,,,Mathematik,,Book,lat,GBV,151626898,"Aberdeen, Sir Duncan Rice Library","pi 524 Sch",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401187,,,,1,,,
liddel222,,,,0,,"De spectris, lemuribus et magnis atque insolitis fragoribus, variisque praesagitionibus quae plerunque obitum hominum, magnas clades, mutationesque imperiorum praecedunt, : liber unus",,"Lavater, Ludwig#100182747",,,,,,,,Genf,,Crispin,1570,,,Physik,,Book,lat,GBV,150591969,"Aberdeen, Sir Duncan Rice Library","pi 58089 Dod p",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398401,,,,1,,,
liddel223,,,,0,,"Iulii Palmarii Constantini, medici Parisiensis, De morbis contagiosis libri septem",,"Le Paulmier, Julien#124553265",,,,,,,,"Frankfurt am Main",,Marnium,1601,,,Pathologie,,Book,lat,VD17,23:292931A,"Aberdeen, Sir Duncan Rice Library","pi 61089 g",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398268,,,,1,,,
liddel224,,,,0,,"Bibliotheca medica. Siue catalogus illorum, qui ex professo artem medicam in hunc usque annum scriptis illustrarunt",,"Lecocq, Pascal#100993664",,,,,,,,Basel,,Waldkirch,1590,,,Medizin,,Book,lat,GBV,150085206,"Aberdeen, Sir Duncan Rice Library","pi 016:61 Lec 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},850693,,,,1,,,
liddel225,,,,0,,"Similitudinum ac parabolarum quae in Bibliis ex herbis atque arboribus desumuntur, dilucida explicatio",,"Lemnius, Levinus#129744638",,,,,,,,"Frankfurt am Main",,Wechel,1591,,,Theologie,,Book,lat,VD16,"L 1121","Aberdeen, Sir Duncan Rice Library","pi 58:22 Lem",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398403,,,,1,,,
liddel226,,,,0,,"Herbarum atque arborum quae in Bibliis passim obuiae sunt, & ex quibus sacri vates similitudines desumunt, ac collationes rebus accommodant, dilucida explicatio",,"Lemnius, Levinus#129744638",,,,,,,,Antwerpen,,Simonem,1566,,,Theologie,,Book,lat,GBV,354382829,"Aberdeen, Sir Duncan Rice Library","pi 58089 Dod f",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398398,,,,1,,,
liddel227,,,,0,,"Leonis Imperatoris de bellico apparatu liber",,"Leo VI., Imperium Byzantinum, Imperator#118901486",,,,,,,,Basel,,Isingrin,1554,,,Geschichte,,Book,lat,VD16,"L 1198","Aberdeen, Sir Duncan Rice Library","pi 35502 Leo",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},399443,,,,1,,,
liddel228,,,,1,,"In quartum meteororum, de mistorum affectionibus ob primas tactiles qulitates",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1593,,,Physik,,Book,lat,VD16,"ZV 24036","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398134,,,,1,,,
liddel229,,,,2,,"De praesagiis in aegris disputatio prior",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Diagnostik,,Book,lat,VD16,"ZV 9670","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398128,,,,1,,,
liddel230,,,,3,,"Disputatio de methodo medendi et officiis medici",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Medizin,,Book,lat,GBV,350296782,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398130,,,,1,,,
liddel231,,,,4,,"Disputationum pathologicarum septima",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Pathologie,,Book,lat,VD16,"ZV 9668","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398125,,,,1,,,
liddel232,,,,5,,"Disputationum pathologicarum octava",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Pathologie,,Book,lat,VD16,"ZV 24032","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398126,,,,1,,,
liddel233,,,,6,,"Disputationum pathologicarum quinta",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Pathologie,,Book,lat,VD16,"ZV 9667","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398124,,,,1,,,
liddel234,,,,7,,"Disputationum pathologicarum sexta",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Pathologie,,Book,lat,VD16,"ZV 24033","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398123,,,,1,,,
liddel235,,,,8,,"Disputationum pathologicarum nona",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Pathologie,,Book,lat,VD16,"ZV 9669","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398127,,,,1,,,
liddel236,,,,0,,"Dispvtatio de methodo medendi et officiis medici",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Therapeutik,,Book,lat,GBV,350296782,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398097,,,,1,,,
liddel237,,,,1,,"De peste, deque eius natura, causis, differentiis et signis, disputatio prior",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1598,,,Epidemiologie,,Book,lat,VD16,"ZV 24037","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398107,,,,1,,,
liddel238,,,,2,,"Disputatio medica de phlebotomia, hirvdinibus, scarificatione, et cucurbitulis",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Pathologie,,Book,lat,VD17,23:274666U,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398100,,,,1,,,
liddel239,,,,3,,"De ratione purgandi",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Therapeutik,,Book,lat,VD17,3:016748M,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398101,,,,1,,,
liddel240,,,,4,,"Dispvtatio medica de arthritide",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Pathologie,,Book,lat,VD17,3:016746W,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398102,,,,1,,,
liddel241,,,,5,,"De febris natura, differentiis, causis, signis, et curatione in genere",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Pathologie,,Book,lat,VD17,3:016751Q,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398103,,,,1,,,
liddel242,,,,6,,"Disputatio de febribus secvnda. Continens ephemerae natvram, differentias, cavsas, signa & curationem",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Pathologie,,Book,lat,VD17,3:016753E,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398104,,,,1,,,
liddel243,,,,7,,"De natura et facultatibus medicamentorum",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Pharmazie,,Book,lat,VD17,3:016742R,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1376566,,,,1,,,
liddel244,,,,8,,"De compositione et praeparatione medicamentorum in genere",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Pharmazie,,Book,lat,VD17,3:016744F,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1376569,,,,1,,,
liddel245,,,,9,,"De phlebotomia, hirudinibus, scarificatione, et cucurbitulis",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1601,,,Pathologie,,Book,lat,VD17,23:274666U,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1376571,,,,1,,,
liddel246,,,,10,,"Disputatio tertia de febribus continens febrium putridarum naturam, causas, differentias & signa",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1602,,,Pathologie,,Book,lat,VD17,23:238075Q,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398105,,,,1,,,
liddel247,,,,11,,"De methodo curandi febres putridas tam in genere quàm in specie",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1603,,,Pathologie,,Book,lat,VD17,7:687656N,"Aberdeen, Sir Duncan Rice Library","pi 6102 Lid di",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398106,,,,1,,,
liddel248,,,,0,,"Disputatio de medicina eiusque partibus, et methodis in disciplinis. Quam D.F.E.A. Sub praesidio clarissimi atque doctissimi viri Dn. Duncani Liddelii philosophiae & med. Doctoris, Mathematum in Ac. Iulia profess. publ. pro viribus ingenij defendet Elias Bonvinius Vratisl. Sil",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1597,,,Medizin,,Book,lat,VD16,"ZV 9658","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398108,,,,1,,,
liddel249,,,,1,,"Disputatio physiologica de generatione hominis. Ad quam F. S. A. praeside Duncano Liddelio philosophiae et medicinae doctore & in incluta Iulia mathematum superiorum professore, publicè respondebit in auditorio maiori Balthasar Carisius Beuthaniensis Silesius. A.D. VIII. Eid Augusti, hora 6",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1597,,,Physiologie,,Book,lat,VD16,"ZV 9657","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398115,,,,1,,,
liddel250,,,,2,,"Disputationum medicarum quinta, de natura et differentiis partium humani corporis, Quam praeside clarissimo atque doctissimo viro, Duncano Liddelio, philosoph. et med. D, ac mathematum superiorum in ac. Iulia profess. tueri conabitur M. Ioannes Deiterus",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1597,,,Physiologie,,Book,lat,VD16,"ZV 9659","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398112,,,,1,,,
liddel251,,,,3,,"Physiologicarum disputationum secunda De temperamentis, Quam D.A.N. Praeside clarissimo atque doctissimo viro Dn. Duncano Liddelio, philosophiae et medicinae doctore, ac mathematum superiorum professore publico in academia Iulia, Pro ingenij sui modulo defendere conabitur Guilielmus Gross Vratislauensis phil. & med. studiosus",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1597,,,Physiologie,,Book,lat,VD16,"L 1623","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398110,,,,1,,,
liddel252,,,,4,,"Disputationum physiologicarum quarta, de anima eiusque facultatibus in genere, Quam praeside clarissimo doctissimoque viro, Dn. Duncano Liddelio Scoto phil. et med. doctore, ac in incluta Iulia mathematum professore p. pro viri defendet Andreas Adamius è Salinus Heroum",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1597,,,Physik,,Book,lat,VD16,"L 1624","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398111,,,,1,,,
liddel253,,,,5,,"Disputationum physiologicarum quinta, de calido innato et spiritibus, in qua A. SS. trin. partes defendentis sub praesidio clarissimi doctissimiq. viri, Dn. Duncani Liddelii philosophiae et med. doctoris, ac mathematum superiorum in Ac. Iulia profess. publ. suscipiet. Tobias Ludovici Vinariensis",,"Liddell, Duncan#117671622",,,,,,,,Helmstedt,,Lucius,1597,,,Physik,,Book,lat,VD16,"ZV 9660","Aberdeen, Sir Duncan Rice Library","pi 6102 Lid dis",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398113,,,,1,,,
